prompt,code
"फ्लेक्सबॉक्स में मीडिया क्वेरी का उपयोग करके मोबाइल पर आइटम्स का क्रम बदलो","<style>.container{display:flex;} .item1{order:1;} .item2{order:2;} @media (max-width: 600px){.item1{order:2;}.item2{order:1;}}</style><div class='container'><div class='item1'>First item</div><div class='item2'>Second item (will show first on mobile)</div></div>"
"ग्रिड लेआउट को मोबाइल पर एक कॉलम का बनाओ","<style>.grid{display:grid; grid-template-columns: 1fr 1fr 1fr; gap:10px;} @media (max-width: 600px){.grid{grid-template-columns: 1fr;}}</style><div class='grid'><div style='background:lightgrey'>1</div><div style='background:lightgrey'>2</div><div style='background:lightgrey'>3</div></div>"
"एक div बनाओ जिसकी चौड़ाई और ऊंचाई viewport के 50% हो","<div style='width: 50vw; height: 50vh; background: coral;'>This div is 50% of your viewport width and height.</div>"
"`rem` यूनिट का उपयोग करके फॉन्ट साइज़ सेट करो","<p style='font-size: 1.5rem;'>This font size is relative to the root element (1.5rem).</p>"
"`em` यूनिट का उपयोग करके नेस्टेड फॉन्ट साइज़ सेट करो","<div style='font-size: 20px;'><p style='font-size: 1.5em;'>This text's size (30px) is 1.5 times its parent's font size (20px).</p></div>"
"`display: inline-block` का उपयोग करके आइटम्स को एक लाइन में रखो","<div style='display: inline-block; width: 100px; height: 50px; border: 1px solid; background: lightblue;'>A</div><div style='display: inline-block; width: 100px; height: 50px; border: 1px solid; background: lightgreen;'>B</div><p>They are in a line but have width/height.</p>"
"`float: left` का उपयोग करके इमेज के चारों ओर टेक्स्ट को रैप करो","<div><img src='image.jpg' alt='float' style='width: 50px; float: left; margin-right: 10px;'>This text will wrap around the image on the right side. This is a classic layout technique.</div>"
"`float` को क्लियर करने के लिए clearfix हैक का उपयोग करो","<style>.clearfix::after { content: ''; display: block; clear: both; }</style><div class='clearfix' style='border:1px solid'><div style='float: left;'>Floating Box</div></div><p>This text is below the float, not next to it.</p>"
"`position: sticky` का उपयोग करके एक एलिमेंट बनाओ जो स्क्रॉल करने पर चिपका रहे","<div style='height: 300px; border: 1px solid'><div style='position: sticky; top: 0; padding: 5px; background: lightyellow; border-bottom: 1px solid #ccc;'>I am sticky!</div><p style='margin-top:20px'>Scroll down to see the sticky effect.</p></div>"
"एक इमेज पर ब्लर (blur) इफ़ेक्ट लगाओ","<img src='image.jpg' alt='blur' style='filter: blur(2px);'>"
"एक इमेज को ग्रेस्केल (grayscale) करो","<img src='image.jpg' alt='grayscale' style='filter: grayscale(100%);'>"
"एक div को 45 डिग्री घुमाओ","<div style='width: 50px; height: 50px; margin: 20px; background: coral; transform: rotate(45deg);'></div>"
"एक div को होवर करने पर उसका साइज़ दोगुना करो","<style>.scaler:hover{transform:scale(2);}</style><div class='scaler' style='width:50px; height:50px; background:lightblue; transition:transform 0.3s; margin:20px;'>Scale me on hover</div>"
"एक div को उसकी जगह से 20px दाईं ओर खिसकाओ","<div style='width: 50px; height: 50px; background: lightgreen; transform: translate(20px, 0);'></div>"
"एक div को 20 डिग्री तिरछा (skew) करो","<div style='width: 50px; height: 50px; background: violet; transform: skewX(20deg);'></div>"
"एक div को रोटेट और स्केल दोनों करो","<div style='width: 50px; height: 50px; background: orange; transform: rotate(20deg) scale(1.2);'></div>"
"`display: contents` का उपयोग करके एक कंटेनर को लेआउट से हटाओ","<div style='display:flex; border: 1px solid red;'><div style='display:contents;'><p style='flex:1; border: 1px solid blue;'>Child 1</p><p style='flex:1; border: 1px solid blue;'>Child 2</p></div></div>"
"फ्लेक्सबॉक्स का उपयोग करके एक इमेज, टाइटल और टेक्स्ट वाला कार्ड बनाओ","<div style='display: flex; flex-direction: column; width: 200px; border: 1px solid grey; border-radius: 5px; box-shadow: 2px 2px 5px #ccc;'><img src='image.jpg' alt='card image' style='width: 100%;'><div style='padding: 10px;'><h3>Card Title</h3><p>Some card text here to describe.</p></div></div>"
"ग्रिड का उपयोग करके तीन कॉलम वाला एक कार्ड लेआउट बनाओ","<div style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 15px;'><div style='border: 1px solid #ddd; padding: 10px;'>Card 1</div><div style='border: 1px solid #ddd; padding: 10px;'>Card 2</div><div style='border: 1px solid #ddd; padding: 10px;'>Card 3</div></div>"
"ग्रिड से एक 'होली ग्रेल' लेआउट (हेडर, फुटर, साइडबार, मेन कंटेंट) बनाओ","<style>.hg-wrapper{display:grid; grid-template-areas: 'header header header' 'nav main aside' 'footer footer footer'; gap: 5px; height: 200px;}</style><div class='hg-wrapper'><header style='grid-area:header; background:lightgrey;'>Header</header><nav style='grid-area:nav; background:lightblue;'>Nav</nav><main style='grid-area:main; background:lightyellow;'>Main</main><aside style='grid-area:aside; background:lightgreen;'>Aside</aside><footer style='grid-area:footer; background:lightgrey;'>Footer</footer></div>"
"फ्लेक्सबॉक्स से एक लॉगइन फॉर्म को पेज के बीचों-बीच रखो","<div style='display: flex; justify-content: center; align-items: center; height: 200px; background: #f0f0f0;'><form style='padding: 20px; border: 1px solid black;'><h2>Login</h2><input type='text' placeholder='Username'><br><br><input type='password' placeholder='Password'><br><br><button>Submit</button></form></div>"
"एक फॉर्म को लेबल और इनपुट के लिए दो कॉलम वाले ग्रिड में व्यवस्थित करो","<form style='display: grid; grid-template-columns: auto 1fr; gap: 10px; align-items: center;'><label for='name'>Name:</label><input type='text' id='name'><label for='email'>Email:</label><input type='email' id='email'></form>"
"`auto-fit` का उपयोग करके एक रिस्पॉन्सिव ग्रिड बनाओ","<div style='display: grid; grid-template-columns: repeat(auto-fit, minmax(100px, 1fr)); gap: 10px;'><div style='background:lightblue; padding:10px;'>1</div><div style='background:lightblue; padding:10px;'>2</div><div style='background:lightblue; padding:10px;'>3</div><div style='background:lightblue; padding:10px;'>4</div></div>"
"`auto-fill` का उपयोग करके एक रिस्पॉन्सिव ग्रिड बनाओ","<div style='display: grid; grid-template-columns: repeat(auto-fill, minmax(100px, 1fr)); gap: 10px;'><div style='background:lightcoral; padding:10px;'>1</div><div style='background:lightcoral; padding:10px;'>2</div><div style='background:lightcoral; padding:10px;'>3</div><div style='background:lightcoral; padding:10px;'>4</div></div>"
"एक div में आइटम को दाईं ओर और वर्टिकली सेंटर में रखो","<div style='display: flex; justify-content: flex-end; align-items: center; height: 100px; border: 1px solid;'>Item at Right & Middle</div>"
"ग्रिड में रो और कॉलम के लिए अलग-अलग गैप सेट करो","<div style='display: grid; grid-template-columns: 1fr 1fr; row-gap: 20px; column-gap: 5px;'><div style='background:lightgrey;'>1</div><div style='background:lightgrey;'>2</div><div style='background:lightgrey;'>3</div><div style='background:lightgrey;'>4</div></div>"
"कई लाइनों वाले फ्लेक्स कंटेनर में कंटेंट को सेंटर करो","<div style='display: flex; flex-wrap: wrap; height: 150px; align-content: center; border: 1px solid;'><div style='width: 50px; height: 30px; background: lightblue; margin: 5px;'>1</div><div style='width: 50px; height: 30px; background: lightblue; margin: 5px;'>2</div><div style='width: 50px; height: 30px; background: lightblue; margin: 5px;'>3</div><div style='width: 50px; height: 30px; background: lightblue; margin: 5px;'>4</div></div>"
"ग्रिड कंटेनर में कंटेंट को 'space-between' से व्यवस्थित करो","<div style='display: grid; height: 200px; grid-template-columns: 1fr 1fr; align-content: space-between; border: 1px solid;'><div style='background:lightblue;'>1</div><div style='background:lightblue;'>2</div><div style='background:lightblue;'>3</div><div style='background:lightblue;'>4</div></div>"
"फ्लेक्सबॉक्स से एक वर्टिकल नेविगेशन मेन्यू बनाओ","<nav style='display: flex; flex-direction: column; width: 100px; border: 1px solid;'><a href='#' style='padding: 10px; border-bottom: 1px solid #ddd;'>Home</a><a href='#' style='padding: 10px; border-bottom: 1px solid #ddd;'>About</a><a href='#' style='padding: 10px;'>Contact</a></nav>"
"ग्रिड का उपयोग करके आइटम्स को एक दूसरे के ऊपर ओवरलैप करो","<div style='display: grid; grid-template-columns: repeat(2, 1fr); grid-template-rows: repeat(2, 50px);'><div style='grid-column: 1 / 3; grid-row: 1 / 3; background: lightblue; opacity: 0.7;'>Back Layer</div><div style='grid-column: 2 / 3; grid-row: 2 / 3; background: coral;'>Front Layer</div></div>"
"एक इमेज को बिना खींचे div में फिट करो","<div style='width: 150px; height: 100px; border: 1px solid;'><img src='image.jpg' alt='fit image' style='width: 100%; height: 100%; object-fit: cover;'></div>"
"फ्लेक्सबॉक्स से एक फुटर बनाओ जिसमें तीन कॉलम हों","<footer style='display: flex; justify-content: space-around; background: #333; color: white; padding: 20px;'><div><h3>Column 1</h3><p>Info 1</p></div><div><h3>Column 2</h3><p>Info 2</p></div><div><h3>Column 3</h3><p>Info 3</p></div></footer>"
"`calc()` का उपयोग करके एक फ्लेक्सिबल साइडबार लेआउट बनाओ","<div style='display: flex;'><div style='flex-basis: 150px; background: lightgrey;'>Sidebar</div><div style='flex-basis: calc(100% - 150px); background: lightyellow;'>Main Content</div></div>"
"`auto-flow: dense` का उपयोग करके ग्रिड के खाली स्थानों को भरो","<style>.dense-grid{display:grid; grid-template-columns: repeat(auto-fit, minmax(60px, 1fr)); grid-auto-rows: 40px; grid-auto-flow: dense; gap: 5px;}</style><div class='dense-grid'><div style='grid-column: span 2; background: lightblue;'>1</div><div style='background: lightblue;'>2</div><div style='background: lightblue;'>3</div><div style='grid-column: span 2; background: lightblue;'>4</div></div>"
"एक div बनाओ जिसका आस्पेक्ट रेश्यो 16/9 हो","<div style='width: 50%; aspect-ratio: 16 / 9; background: lightgrey;'><p style='text-align:center; padding-top: 20%;'>16:9 Aspect Ratio</p></div>"
"`clamp()` का उपयोग करके एक रिस्पॉन्सिव फॉन्ट साइज़ बनाओ","<h1 style='font-size: clamp(1.5rem, 5vw, 3rem);'>This is a Fluid Responsive Title</h1>"
"ग्रिड लेआउट के अंदर फ्लेक्सबॉक्स का उपयोग करो","<div style='display: grid; grid-template-columns: 1fr 1fr; gap:10px;'><div style='display: flex; justify-content: center; align-items: center; background: lightblue;'>Flexbox Inside Grid</div><div style='background: lightcoral;'>Grid Cell 2</div></div>"
"एक div को ग्रिड कंटेनर बनाओ","<div style='display: grid; border: 1px solid; min-height: 50px; padding: 5px;'>Grid Container</div>"
"तीन बराबर चौड़ाई वाले कॉलम का ग्रिड बनाओ","<div style='display: grid; grid-template-columns: 1fr 1fr 1fr; gap: 10px;'><div style='background: lightblue; padding: 5px;'>1</div><div style='background: lightblue; padding: 5px;'>2</div><div style='background: lightblue; padding: 5px;'>3</div></div>"
"दो कॉलम का ग्रिड बनाओ, पहला 100px और दूसरा 200px चौड़ा","<div style='display: grid; grid-template-columns: 100px 200px; gap: 10px;'><div style='background: lightcoral; padding: 5px;'>100px</div><div style='background: lightcoral; padding: 5px;'>200px</div></div>"
"दो रो का ग्रिड बनाओ, पहली 50px और दूसरी 100px ऊंची","<div style='display: grid; grid-template-rows: 50px 100px; gap: 10px;'><div style='background: lightgreen;'>50px tall</div><div style='background: lightgreen;'>100px tall</div></div>"
"ग्रिड आइटम्स के बीच 20px का गैप डालो","<div style='display: grid; grid-template-columns: 1fr 1fr; gap: 20px;'><div style='background: lightgrey;'>1</div><div style='background: lightgrey;'>2</div><div style='background: lightgrey;'>3</div><div style='background: lightgrey;'>4</div></div>"
"एक आइटम को पहले कॉलम से शुरू करके तीसरे कॉलम तक फैलाओ","<div style='display: grid; grid-template-columns: 1fr 1fr 1fr; gap: 10px;'><div style='grid-column-start: 1; grid-column-end: 3; background: lightblue;'>Spans first two columns</div><div style='background: lightgrey;'>3</div></div>"
"एक आइटम को पहली रो से शुरू करके तीसरी रो तक फैलाओ","<div style='display: grid; grid-template-columns: 1fr 1fr; grid-template-rows: 50px 50px 50px; gap: 10px;'><div style='grid-row-start: 1; grid-row-end: 3; background: lightcoral;'>Spans first two rows</div><div style='background: lightgrey;'>B</div><div style='background: lightgrey;'>C</div><div style='background: lightgrey;'>D</div></div>"
"ग्रिड कॉलम शॉर्टहैंड का उपयोग करके एक आइटम को 2 कॉलम तक फैलाओ","<div style='display: grid; grid-template-columns: repeat(3, 1fr); gap: 10px;'><div style='grid-column: 1 / 3; background: lightgreen;'>Spans from line 1 to 3</div><div style='background: lightgrey;'>3</div></div>"
"ग्रिड रो शॉर्टहैंड का उपयोग करके एक आइटम को 2 रो तक फैलाओ","<div style='display: grid; grid-template-columns: 1fr 1fr; grid-template-rows: repeat(3, 50px); gap: 10px;'><div style='grid-row: 1 / 3; background: lightgoldenrodyellow;'>Spans from row line 1 to 3</div><div style='background: lightgrey;'>B</div><div style='background: lightgrey;'>C</div><div style='background: lightgrey;'>D</div></div>"
"एक आइटम को दूसरी रो और तीसरे कॉलम में रखो","<div style='display: grid; grid-template-columns: repeat(3, 1fr); grid-template-rows: repeat(2, 50px); gap: 5px;'><div style='grid-row: 2; grid-column: 3; background: violet; color: white;'>Item at 2/3</div></div>"
"ग्रिड एरिया का उपयोग करके एक हेडर, मेन और फुटर लेआउट बनाओ","<style>.wrapper{display:grid; grid-template-areas: 'header' 'main' 'footer'; gap: 5px;}.h{grid-area:header; background:lightgrey;}.m{grid-area:main;}.f{grid-area:footer; background:lightgrey;}</style><div class='wrapper'><header class='h'>Header</header><main class='m'>Main Content</main><footer class='f'>Footer</footer></div>"
"ग्रिड में ऑटोमेटिकली बनने वाली रो की ऊंचाई 100px सेट करो","<div style='display: grid; grid-template-columns: 1fr 1fr; grid-auto-rows: 100px; gap: 10px;'><div style='background: lightblue;'>1</div><div style='background: lightblue;'>2</div><div style='background: lightblue;'>3 (new row, 100px tall)</div></div>"
"ग्रिड में ऑटोमेटिकली बनने वाले कॉलम की चौड़ाई 100px सेट करो","<div style='display: grid; grid-auto-flow: column; grid-auto-columns: 100px; gap: 10px;'><div style='background: lightcoral;'>1</div><div style='background: lightcoral;'>2</div></div>"
"repeat फंक्शन का उपयोग करके बराबर चौड़ाई वाले 4 कॉलम का ग्रिड बनाओ","<div style='display: grid; grid-template-columns: repeat(4, 1fr); gap: 10px;'><div style='background: lightgrey;'>1</div><div style='background: lightgrey;'>2</div><div style='background: lightgrey;'>3</div><div style='background: lightgrey;'>4</div></div>"
"minmax फंक्शन से एक फ्लेक्सिबल ग्रिड कॉलम बनाओ जो 100px से छोटा न हो","<div style='display: grid; grid-template-columns: minmax(100px, 25%) 1fr; gap: 10px;'><div style='background: lightgreen;'>At least 100px</div><div style='background: lightgrey;'>Flexible</div></div>"
"ग्रिड सेल के अंदर आइटम्स को हॉरिजॉन्टली सेंटर करो","<div style='display: grid; grid-template-columns: 150px; justify-items: center; border: 1px solid;'><div style='background: lightblue;'>Centered</div></div>"
"ग्रिड सेल के अंदर आइटम्स को वर्टिकली सेंटर करो","<div style='display: grid; grid-template-rows: 100px; align-items: center; border: 1px solid;'><div style='background: lightcoral;'>Middle</div></div>"
"ग्रिड सेल के अंदर आइटम्स को पूरी तरह से सेंटर करो","<div style='display: grid; grid-template-rows: 100px; place-items: center; border: 1px solid;'><div style='background: lightgreen;'>Center & Middle</div></div>"
"नाम वाली ग्रिड लाइन्स का उपयोग करके एक आइटम को रखो","<style>.grid-container{display:grid; grid-template-columns: [col1-start] 1fr [col2-start] 1fr [col2-end];}</style><div class='grid-container'><div style='grid-column: col1-start / col2-end;'>Spans across named lines</div></div>"
"एक ग्रिड के अंदर दूसरा ग्रिड बनाओ (नेस्टेड ग्रिड)","<div style='display: grid; grid-template-columns: 1fr 1fr; gap: 10px;'><div style='background: lightgrey; padding:5px;'>A</div><div style='display: grid; grid-template-columns: 1fr 1fr; gap: 5px; background: lightblue; padding:5px;'><div style='background: navy; color: white;'>B1</div><div style='background: navy; color: white;'>B2</div></div></div>"
"एक div को फ्लेक्स कंटेनर बनाओ","<div style='display: flex; border: 1px solid; min-height: 50px;'></div>"
"एक फ्लेक्स कंटेनर बनाओ जिसमें आइटम एक रो में हों","<div style='display: flex; border: 1px solid;'><div style='padding: 10px;'>One</div><div style='padding: 10px;'>Two</div><div style='padding: 10px;'>Three</div></div>"
"एक फ्लेक्स कंटेनर बनाओ जिसमें आइटम एक कॉलम में हों","<div style='display: flex; flex-direction: column; border: 1px solid;'><div style='padding: 10px;'>One</div><div style='padding: 10px;'>Two</div></div>"
"फ्लेक्स आइटम्स को हॉरिजॉन्टली सेंटर करो","<div style='display: flex; justify-content: center; border: 1px solid;'><div style='padding: 10px;'>Centered</div></div>"
"फ्लेक्स आइटम्स को हॉरिजॉन्टली दाईं ओर रखो","<div style='display: flex; justify-content: flex-end; border: 1px solid;'><div style='padding: 10px;'>Right Side</div></div>"
"फ्लेक्स आइटम्स के बीच में बराबर जगह डालो","<div style='display: flex; justify-content: space-between; border: 1px solid; padding: 5px;'><div style='background: lightblue;'>Left</div><div style='background: lightgreen;'>Right</div></div>"
"फ्लेक्स आइटम्स के चारों ओर बराबर जगह डालो","<div style='display: flex; justify-content: space-around; border: 1px solid; padding: 5px;'><div style='background: lightblue;'>One</div><div style='background: lightgreen;'>Two</div></div>"
"फ्लेक्स आइटम्स को वर्टिकली सेंटर करो","<div style='display: flex; align-items: center; height: 100px; border: 1px solid;'><div style='padding: 10px;'>Middle</div></div>"
"फ्लेक्स आइटम्स को वर्टिकली टॉप पर रखो","<div style='display: flex; align-items: flex-start; height: 100px; border: 1px solid;'><div style='padding: 10px;'>Top</div></div>"
"फ्लेक्स आइटम्स को वर्टिकली बॉटम पर रखो","<div style='display: flex; align-items: flex-end; height: 100px; border: 1px solid;'><div style='padding: 10px;'>Bottom</div></div>"
"एक आइटम को हॉरिजॉन्टली और वर्टिकली, दोनों तरह से सेंटर करो","<div style='display: flex; justify-content: center; align-items: center; height: 100px; border: 1px solid;'><div style='padding: 10px;'>Perfectly Centered</div></div>"
"फ्लेक्स आइटम्स को रैप (wrap) करो ताकि वे छोटी स्क्रीन पर अगली लाइन में चले जाएँ","<div style='display: flex; flex-wrap: wrap; border: 1px solid;'><div style='padding: 10px; width: 100px;'>Item 1</div><div style='padding: 10px; width: 100px;'>Item 2</div><div style='padding: 10px; width: 100px;'>Item 3</div></div>"
"फ्लेक्स आइटम्स के बीच 10px का गैप डालो","<div style='display: flex; gap: 10px; border: 1px solid;'><div style='background: lightblue; padding: 10px;'>One</div><div style='background: lightgreen; padding: 10px;'>Two</div></div>"
"एक फ्लेक्स आइटम बनाओ जो बची हुई सारी जगह ले ले","<div style='display: flex; border: 1px solid;'><div style='padding: 10px;'>Fixed</div><div style='padding: 10px; flex-grow: 1; background: lightgrey;'>This item grows to fill remaining space</div></div>"
"एक फ्लेक्स आइटम की शुरुआती चौड़ाई 150px सेट करो","<div style='display: flex; border: 1px solid;'><div style='flex-basis: 150px; background: lightblue;'>I am 150px wide</div><div style='flex-grow: 1; background: lightgrey;'>I take the rest</div></div>"
"फ्लेक्स शॉर्टहैंड का उपयोग करके एक फ्लेक्सिबल आइटम बनाओ","<div style='display: flex; border: 1px solid;'><div style='flex: 1 1 150px; padding: 10px;'>Flexible Item</div><div style='flex: 1 1 150px; padding: 10px;'>Another Flexible Item</div></div>"
"फ्लेक्स आइटम्स का क्रम बदलो, दूसरे को पहले दिखाओ","<div style='display: flex; border: 1px solid;'><div style='padding: 10px; order: 2;'>Item One (but shows second)</div><div style='padding: 10px; order: 1;'>Item Two (but shows first)</div></div>"
"सिर्फ एक आइटम को वर्टिकली बॉटम में रखो, बाकी को टॉप पर","<div style='display: flex; align-items: flex-start; height: 100px; border: 1px solid;'><div style='padding: 10px;'>Top 1</div><div style='padding: 10px; align-self: flex-end;'>Bottom</div><div style='padding: 10px;'>Top 2</div></div>"
"फ्लेक्सबॉक्स का उपयोग करके एक साधारण नेविगेशन बार बनाओ","<nav style='display: flex; justify-content: space-between; background: #333; padding: 10px;'><a href='#' style='color: white;'>Logo</a><div><a href='#' style='color: white; margin-left: 15px;'>Home</a><a href='#' style='color: white; margin-left: 15px;'>About</a></div></nav>"
"फ्लेक्स आइटम्स को उल्टे क्रम में (रो में) दिखाओ","<div style='display: flex; flex-direction: row-reverse; border: 1px solid;'><div style='padding: 10px;'>First</div><div style='padding: 10px;'>Second</div><div style='padding: 10px;'>Third</div></div>"

"CSS से एक div के अंदर सिर्फ पैराग्राफ को स्टाइल करो","<style>div > p { color: blue; }</style><div><p>This is blue.</p><span><p>This is not blue.</p></span></div>"
"एक लिंक बनाओ जो होवर करने पर लाल हो जाए","<style>a:hover { color: red; }</style><a href='#'>Hover over me</a>"
"एक बटन बनाओ जो क्लिक करते समय हरा हो जाए","<style>button:active { background-color: green; }</style><button>Click me</button>"
"एक div बनाओ जिसकी पोजीशन रिलेटिव हो","<div style='position: relative; left: 20px; border: 1px solid;'>Relative Position</div>"
"एक div के अंदर दूसरे div को टॉप-लेफ्ट कोने से 10px दूर रखो","<div style='position: relative; width: 100px; height: 100px; border: 1px solid;'><div style='position: absolute; top: 10px; left: 10px; background: red;'>Absolute</div></div>"
"एक हेडर बनाओ जो स्क्रॉल करने पर भी टॉप पर फिक्स रहे","<div style='position: fixed; top: 0; left: 0; width: 100%; padding: 5px; background: lightgrey;'>Fixed Header</div>"
"दो div बनाओ जिसमें लाल वाला div नीले वाले के ऊपर दिखे","<div style='position: absolute; top: 10px; left: 10px; width: 50px; height: 50px; background: blue; z-index: 1;'></div><div style='position: absolute; top: 20px; left: 20px; width: 50px; height: 50px; background: red; z-index: 2;'></div>"
"एक छोटे div के अंदर ज़्यादा टेक्स्ट डालो ताकि स्क्रॉलबार दिखे","<div style='width: 100px; height: 50px; overflow: scroll; border: 1px solid;'>This is a lot of text inside a small div that will cause a scrollbar to appear.</div>"
"एक छोटे div के अंदर ज़्यादा टेक्स्ट डालो और जो बाहर निकले उसे छिपा दो","<div style='width: 100px; height: 50px; overflow: hidden; border: 1px solid;'>This is a lot of text inside a small div but you will only see a part of it.</div>"
"!important का उपयोग करके एक स्टाइल को ओवरराइड करो","<style>.blue {color: blue !important;}</style><p class='blue' style='color: red;'>This text will be blue.</p>"
"h1 और h2 दोनों को एक साथ लाल रंग का करो","<style>h1, h2 { color: red; }</style><h1>Red H1</h1><h2>Red H2</h2><p>Normal text.</p>"
"एक div बनाओ जिस पर होवर करने पर 'help' कर्सर दिखे","<div style='cursor: help; border: 1px solid;'>Hover here to see the help cursor</div>"
"दो span एलिमेंट्स बनाओ जो एक ही लाइन में दिखें","<span style='border: 1px solid; padding: 2px;'>Hello</span> <span style='border: 1px solid; padding: 2px;'>World</span>"
"दो span एलिमेंट्स बनाओ जो अलग-अलग लाइन में दिखें","<span style='display: block; border: 1px solid;'>Hello</span><span style='display: block; border: 1px solid;'>World</span>"
"एक पैराग्राफ बनाओ जो दिखाई न दे","<p style='display: none;'>You cannot see me.</p>"
"एक पैराग्राफ बनाओ जो दिखाई न दे लेकिन अपनी जगह घेरे","<p style='visibility: hidden;'>I am hidden but still take up space.</p>"
"CSS कोड के अंदर एक कमेंट लिखो","<style>/* This is a single-line CSS comment */ p { color: green; }</style>"
"एक लिंक बनाओ जो visit करने के बाद हरा हो जाए","<style>a:visited { color: green; }</style><a href='#'>Click this link and I will turn green</a>"
"एक 50px का लाल स्क्वायर बनाओ जो स्क्रीन के बॉटम-राइट कोने में हो","<div style='position: fixed; bottom: 10px; right: 10px; width: 50px; height: 50px; background: red;'></div>"
"एक इनपुट फील्ड बनाओ जिस पर फोकस करने पर उसका बॉर्डर पीला हो जाए","<style>input:focus { border: 2px solid yellow; }</style><input type='text' placeholder='Click on me'>"
"एक div बनाओ जिसमें चारों तरफ से 20px की पैडिंग हो","<div style='padding: 20px; border: 1px solid;'>Content with 20px padding.</div>"
"एक div बनाओ जिसमें ऊपर-नीचे 10px और दाएं-बाएं 30px की पैडिंग हो","<div style='padding: 10px 30px; border: 1px solid;'>Padding top/bottom 10px, left/right 30px.</div>"
"एक div बनाओ जिसमें सिर्फ टॉप से 25px की पैडिंग हो","<div style='padding-top: 25px; border: 1px solid;'>Content with only top padding.</div>"
"एक div बनाओ जिसके चारों तरफ 20px का मार्जिन हो","<div style='margin: 20px; border: 1px solid; background: lightgrey;'>This div has 20px margin around it.</div>"
"एक 50% चौड़ाई वाले div को पेज के सेंटर में करो","<div style='width: 50%; margin: auto; border: 1px solid;'>This div is centered.</div>"
"एक div बनाओ जिसके सिर्फ बाईं ओर 40px का मार्जिन हो","<div style='margin-left: 40px; border: 1px solid;'>This div has a left margin of 40px.</div>"
"एक 3px मोटा, सॉलिड, नीला बॉर्डर बनाओ","<div style='border: 3px solid blue; padding: 10px;'>This div has a solid blue border.</div>"
"एक div बनाओ जिसके सभी कोने 10px तक गोल हों","<div style='border: 1px solid black; border-radius: 10px; padding: 10px;'>Rounded Corners</div>"
"एक 100px का स्क्वायर div बनाओ जो पूरी तरह से गोल दिखे","<div style='width: 100px; height: 100px; border-radius: 50%; background-color: coral;'></div>"
"एक 100px चौड़ा div बनाओ जिसमें 20px की पैडिंग और 5px का बॉर्डर शामिल हो","<div style='width: 100px; padding: 20px; border: 5px solid black; box-sizing: border-box;'>Box Sizing Example</div>"
"एक CSS क्लास '.highlight' बनाओ जिसका बैकग्राउंड पीला हो","<style>.highlight { background-color: yellow; }</style>"
"एक पैराग्राफ बनाओ जिस पर 'highlight' क्लास लगी हो","<style>.highlight { background-color: yellow; }</style><p class='highlight'>This paragraph is highlighted using a class.</p>"
"एक div बनाओ जिस पर 'box' और 'blue-text' दो क्लास लगी हों","<style>.box { border: 1px solid; } .blue-text { color: blue; }</style><div class='box blue-text'>Multiple classes example</div>"
"एक div बनाओ जो स्क्रीन की 80% चौड़ाई ले","<div style='width: 80%; border: 1px solid; margin:auto;'>This div has 80% width.</div>"
"एक div बनाओ जिसकी अधिकतम चौड़ाई 500px हो","<div style='max-width: 500px; margin: auto; border: 1px solid;'>This div's max-width is 500px.</div>"
"एक div बनाओ जिसकी न्यूनतम ऊंचाई 100px हो","<div style='min-height: 100px; border: 1px solid;'>This div's min-height is 100px.</div>"
"एक बटन बनाओ जिसके चारों ओर 2px की नीली आउटलाइन हो","<button style='outline: 2px dotted blue; border: 1px solid;'>Button with Outline</button>"
"एक div बनाओ जिसके नीचे परछाई (box shadow) हो","<div style='padding: 10px; box-shadow: 0 4px 8px 0 rgba(0,0,0,0.2); border: 1px solid #ddd;'>Box with Shadow</div>"
"एक 200px चौड़ा div बनाओ जिसमें 15px पैडिंग और 10px मार्जिन हो","<div style='width: 200px; padding: 15px; margin: 10px; border: 1px solid red; box-sizing: border-box;'>All in one box</div>"
"एक h1 बनाओ जिसकी आईडी 'main-title' हो और CSS से उसका रंग मैजेंटा करो","<style>#main-title { color: magenta; }</style><h1 id='main-title'>Main Title Styled with ID</h1>"
"एक पैराग्राफ बनाओ जिसका टेक्स्ट लाल रंग का हो","<p style='color: red;'>This is red text.</p>"
"एक h1 बनाओ जिसका बैकग्राउंड पीला हो","<h1 style='background-color: yellow;'>Yellow Background Heading</h1>"
"एक पैराग्राफ बनाओ जिसका फॉन्ट साइज़ 20 पिक्सल हो","<p style='font-size: 20px;'>This text is 20 pixels high.</p>"
"एक पैराग्राफ बनाओ जिसका फॉन्ट 'Arial' हो","<p style='font-family: Arial, sans-serif;'>This paragraph is in Arial font.</p>"
"एक h2 हेडिंग बनाओ जो सेंटर में अलाइन हो","<h2 style='text-align: center;'>Centered Heading</h2>"
"एक पैराग्राफ बनाओ जो दाईं ओर अलाइन हो","<p style='text-align: right;'>This text is right-aligned.</p>"
"एक टेक्स्ट बनाओ जिसे CSS से अंडरलाइन किया गया हो","<p style='text-decoration: underline;'>Underlined with CSS.</p>"
"एक टेक्स्ट बनाओ जिसे बीच से काटा गया हो (line-through)","<p style='text-decoration: line-through;'>Strikethrough text.</p>"
"एक पैराग्राफ बनाओ जो नीला हो और सेंटर में हो","<p style='color: blue; text-align: center;'>Blue and centered text.</p>"
